25bad3c03cf5a5ca338d297efdbed8081b11418b,d2c4d04600c3c79f2a10714fc7ff9b8305b41063,15,13,2,Document,NULL,NULL,0,NULL,0
d2c4d04600c3c79f2a10714fc7ff9b8305b41063,0cb075b06170899e5b89e2f0f407126903b536e1,13,9,4,Document,NULL,NULL,0,NULL,0
0cb075b06170899e5b89e2f0f407126903b536e1,ab7a8321a6fa110acf2fb63c25f618f1134c9141,1,1,0,Normal,NULL,NULL,1,NULL,1
ab7a8321a6fa110acf2fb63c25f618f1134c9141,6496672b61e02e052fb9a88ac0794ca8aa7801fa,1,1,0,Document,NULL,NULL,0,NULL,0
6496672b61e02e052fb9a88ac0794ca8aa7801fa,ae513e9af1ec54c3e5c3ea450cb78a35854e64c0,46,4,42,Normal,NULL,NULL,46,NULL,2
ae513e9af1ec54c3e5c3ea450cb78a35854e64c0,36763feca48602654168a1919a152bcebbbbce17,2,1,1,Normal,NULL,NULL,0,NULL,0
36763feca48602654168a1919a152bcebbbbce17,acf7a0192294c965c171cc129f0529869e2591de,2,2,0,Normal,NULL,NULL,2,NULL,2
acf7a0192294c965c171cc129f0529869e2591de,ee01d61266ad298fb259c7dbdd3c885f30b33530,16,8,8,Normal,NULL,NULL,16,NULL,2
ee01d61266ad298fb259c7dbdd3c885f30b33530,fd7ed8532ef3c6fbb75efc99e907315e430c33ac,3,0,3,Document,NULL,NULL,0,NULL,0
fd7ed8532ef3c6fbb75efc99e907315e430c33ac,ff9e3d699b945818b5e82b95bfc380cca1fd87ff,2,2,0,Document,NULL,NULL,0,NULL,0
ff9e3d699b945818b5e82b95bfc380cca1fd87ff,e667b74b35235d7ede5d998654ba26c68e2572c9,2,2,0,Normal,NULL,NULL,2,NULL,2
e667b74b35235d7ede5d998654ba26c68e2572c9,9a162e7008aba9f1a218a3226d511861a06356de,12,0,12,Normal,NULL,NULL,12,NULL,2
9a162e7008aba9f1a218a3226d511861a06356de,bf4170ddff86440ba2d19d5377ba11cd616a83fc,12,0,12,Document,NULL,NULL,0,NULL,0
bf4170ddff86440ba2d19d5377ba11cd616a83fc,915db867bd781e2f23cce8c49ce1df67cfab2a22,2,0,2,Document,NULL,NULL,0,NULL,0
915db867bd781e2f23cce8c49ce1df67cfab2a22,e32fa78db67b1292523fe28f2a5e1a7c8f0c9ec1,339,0,339,Document,NULL,NULL,0,NULL,0
e32fa78db67b1292523fe28f2a5e1a7c8f0c9ec1,12b8cdb3660f251e1196bba91253fa9fa16b2d9c,6,0,6,Document,NULL,NULL,0,NULL,0
12b8cdb3660f251e1196bba91253fa9fa16b2d9c,87120a019b6436bb514c98703d1cf385d5cd7114,18,0,18,Document,NULL,NULL,0,NULL,0
87120a019b6436bb514c98703d1cf385d5cd7114,2ab1e3fb265a0ba902c05cdf6eae227ae4b9d789,27,14,13,Document,NULL,NULL,0,NULL,0
2ab1e3fb265a0ba902c05cdf6eae227ae4b9d789,b3c4ec948386dd7719901558076cc40bd41bc56c,27,14,13,Document,NULL,NULL,0,NULL,0
b3c4ec948386dd7719901558076cc40bd41bc56c,91335c3db6ac98831c23e7f18ac726e5aa5e85c6,4,2,2,Normal,NULL,NULL,4,NULL,2
91335c3db6ac98831c23e7f18ac726e5aa5e85c6,7df2c447db4d289b07ab0b9864fefd628d159add,4,2,2,Normal,NULL,NULL,4,NULL,2
7df2c447db4d289b07ab0b9864fefd628d159add,ad8683d46c6383290802793dccf293917012de0f,25,25,0,Normal,NULL,NULL,25,NULL,4
ad8683d46c6383290802793dccf293917012de0f,ca4800f298dfc13b38f40531a534c8bbdd05e1cb,46,42,4,Normal,NULL,NULL,46,NULL,2
ca4800f298dfc13b38f40531a534c8bbdd05e1cb,a25c9eb3a9aa4c3f5f5a52d464ff8e8186a0bec3,12,0,12,Normal,NULL,NULL,12,NULL,2
a25c9eb3a9aa4c3f5f5a52d464ff8e8186a0bec3,a0e8b2592e8af1bdd3f6f18c0f4291bc8166059e,7,3,4,fix,NULL,NULL,7,NULL,1
a0e8b2592e8af1bdd3f6f18c0f4291bc8166059e,dc6b61ded313ff072e953c761aa6aceb070d0422,3,3,0,Normal,NULL,NULL,3,NULL,2
dc6b61ded313ff072e953c761aa6aceb070d0422,298b4a07955a97153654f987b293534455ee45d5,2,0,2,Normal,NULL,NULL,2,NULL,2
298b4a07955a97153654f987b293534455ee45d5,1334ce5a9af42a3f2e4779c8caaec92bccd42284,16,8,8,Normal,NULL,NULL,16,NULL,2
1334ce5a9af42a3f2e4779c8caaec92bccd42284,6efb6008e5c518d5de8f28cf25df05207a48fd98,16,8,8,Normal,NULL,NULL,16,NULL,2
6efb6008e5c518d5de8f28cf25df05207a48fd98,53d4bbfe4ca217c3dac45dad428c0ba747417210,16,8,8,Normal,NULL,NULL,16,NULL,2
53d4bbfe4ca217c3dac45dad428c0ba747417210,2f0783f81dce6b36a821755087321181640c49da,20,10,10,Normal,NULL,NULL,20,NULL,2
2f0783f81dce6b36a821755087321181640c49da,64e141430e4d8934723d1ccff50d3b53edc10a1c,4,2,2,Document,NULL,NULL,0,NULL,0
64e141430e4d8934723d1ccff50d3b53edc10a1c,bf543cfd63ba63134c087220b6955004965faaa9,12,12,0,Document,NULL,NULL,0,NULL,0
bf543cfd63ba63134c087220b6955004965faaa9,751fb5f8cd5e9e22222baeadb98613550e5bb000,28,18,10,Normal,NULL,NULL,28,NULL,2
751fb5f8cd5e9e22222baeadb98613550e5bb000,e074076db555fd57e2bac91566e4dc78baaccbd6,2,1,1,Document,NULL,NULL,0,NULL,0
e074076db555fd57e2bac91566e4dc78baaccbd6,417c602cc5e04c9f3245a9329450b49a2c331588,5,2,3,Normal,NULL,NULL,5,NULL,1
417c602cc5e04c9f3245a9329450b49a2c331588,23e3782dc489dd80e9318c19addee5355cca8016,53,10,43,Normal,NULL,NULL,0,NULL,0
23e3782dc489dd80e9318c19addee5355cca8016,532d9e56ce75e2b2958feb39d800840822cb0610,46,42,4,Normal,NULL,NULL,0,NULL,0
532d9e56ce75e2b2958feb39d800840822cb0610,203a626528fd8bc7e21e0d635157dc2e451cc206,12,6,6,Normal,NULL,NULL,0,NULL,0
203a626528fd8bc7e21e0d635157dc2e451cc206,338bc5befc1eed8814a310c906242c6575b9d61d,42,26,16,Document,NULL,NULL,0,NULL,0
338bc5befc1eed8814a310c906242c6575b9d61d,40519389311720a1488180e1c01c995a43cd77fa,2,1,1,Document,NULL,NULL,0,NULL,0
40519389311720a1488180e1c01c995a43cd77fa,c2489808cc0946d50ec5c850bb4f141127b9dc5d,2,2,0,Document,NULL,NULL,0,NULL,0
c2489808cc0946d50ec5c850bb4f141127b9dc5d,a9ea222f24ba26d44bbf6b863e6cc90c8ff279e6,2,1,1,Document,NULL,NULL,0,NULL,0
a9ea222f24ba26d44bbf6b863e6cc90c8ff279e6,aa85dc9adac7cf162590535fa8cf5575ecbc06d7,2,1,1,Document,NULL,NULL,0,NULL,0
aa85dc9adac7cf162590535fa8cf5575ecbc06d7,ec5cb958b75fe97674dbefe8bd4eb88356879d45,2,1,1,Document,NULL,NULL,0,NULL,0
ec5cb958b75fe97674dbefe8bd4eb88356879d45,490c40eb44c9f7cb333207e444fa186c4cd0c0b4,2,1,1,Document,NULL,NULL,0,NULL,0
490c40eb44c9f7cb333207e444fa186c4cd0c0b4,76e7818b453be7ebeac01dd9940bb0db9003fa04,6,3,3,Document,NULL,NULL,0,NULL,0
76e7818b453be7ebeac01dd9940bb0db9003fa04,f2363702bcada00ab8990eeb4614ac3f96d6fc37,4,2,2,Document,NULL,NULL,0,NULL,0
f2363702bcada00ab8990eeb4614ac3f96d6fc37,beddab04fef7e2daa829f776254d8d20aa0e15fa,4,3,1,Document,NULL,NULL,0,NULL,0
beddab04fef7e2daa829f776254d8d20aa0e15fa,12a39bebb8412d48007756ba5aea66a09071b6c5,2,1,1,Document,NULL,NULL,0,NULL,0
12a39bebb8412d48007756ba5aea66a09071b6c5,c0d6104594ef170fdd097248ba7ccbb31ca36158,10,2,8,Document,NULL,NULL,0,NULL,0
c0d6104594ef170fdd097248ba7ccbb31ca36158,2fe88a1c46e3fdc27a7b3eafaa4ebf5c15cb9fe1,2,1,1,Document,NULL,NULL,0,NULL,0
2fe88a1c46e3fdc27a7b3eafaa4ebf5c15cb9fe1,22c2314eeebf1e7b1c591ddece90dd3e0aa43611,10,7,3,Document,NULL,NULL,0,NULL,0
22c2314eeebf1e7b1c591ddece90dd3e0aa43611,e7ee96cb1c3be310fc30227e33f782e4388db2f7,8,8,0,Document,NULL,NULL,0,NULL,0
e7ee96cb1c3be310fc30227e33f782e4388db2f7,a5f5d64fd98a3da962af51608984d3a2f637f480,2,1,1,Document,NULL,NULL,0,NULL,0
a5f5d64fd98a3da962af51608984d3a2f637f480,ac0d3aa9545279865e0df6f8c5444b5d26378fcb,2,1,1,Document,NULL,NULL,0,NULL,0
ac0d3aa9545279865e0df6f8c5444b5d26378fcb,16c8c2daa5669303df32e82c0d852bcd389a6f0f,6,3,3,Document,NULL,NULL,0,NULL,0
16c8c2daa5669303df32e82c0d852bcd389a6f0f,69b1ee3e3005a219c1c45cfdefa54034833953f5,4,3,1,Document,NULL,NULL,0,NULL,0
69b1ee3e3005a219c1c45cfdefa54034833953f5,87ee41833b6baadeda33b49de488cd9c828ab0e4,41,22,19,Document,NULL,NULL,0,NULL,0
87ee41833b6baadeda33b49de488cd9c828ab0e4,d3d2cd271d196254937b67507709c56627f9193d,46,21,25,Document,NULL,NULL,0,NULL,0
d3d2cd271d196254937b67507709c56627f9193d,1a2c3559a245f76aa98ae21372c27462617cfc6b,28,12,16,Document,NULL,NULL,0,NULL,0
1a2c3559a245f76aa98ae21372c27462617cfc6b,844dc17ab77a21f0a1304fd5da2142e46b818720,4,1,3,Document,NULL,NULL,0,NULL,0
844dc17ab77a21f0a1304fd5da2142e46b818720,7eee949682a10d117b48f7104afb2ad1271851d3,2,2,0,Document,NULL,NULL,0,NULL,0
7eee949682a10d117b48f7104afb2ad1271851d3,06b63b6fdd36e087af4494f39c4931f5e8b3e01c,3,1,2,Document,NULL,NULL,0,NULL,0
06b63b6fdd36e087af4494f39c4931f5e8b3e01c,5f950feed82bd96a1ed63e0b7f654fd9e5a171b7,358,358,0,Document,NULL,NULL,0,NULL,0
5f950feed82bd96a1ed63e0b7f654fd9e5a171b7,8ee3fce2ffb450d015f8ffc6144249c2c034e504,2,1,1,Document,NULL,NULL,0,NULL,0
8ee3fce2ffb450d015f8ffc6144249c2c034e504,190f82f064c7c51de79afee1ab9442538fc679cd,0,0,0,Normal,NULL,NULL,0,NULL,0
190f82f064c7c51de79afee1ab9442538fc679cd,534708138c34eab3d7799fa8865f6ab0edee37f0,2,1,1,Document,NULL,NULL,0,NULL,0
534708138c34eab3d7799fa8865f6ab0edee37f0,e58e3e66d058d98624fc0773e9b2264dc6466905,0,0,0,Normal,NULL,NULL,0,NULL,0
e58e3e66d058d98624fc0773e9b2264dc6466905,3bee8ca6e9ba969c355f3e3a215bda4b70d61c68,0,0,0,Normal,NULL,NULL,0,NULL,0
3bee8ca6e9ba969c355f3e3a215bda4b70d61c68,cfabba001d9593b13c3f86abe2fcfeda63bbffca,27,5,22,Document,NULL,NULL,0,NULL,0
cfabba001d9593b13c3f86abe2fcfeda63bbffca,d4b07015abda10b63afce9edbf38a9146be126fa,4,2,2,Normal,NULL,NULL,4,NULL,2
d4b07015abda10b63afce9edbf38a9146be126fa,f70beed9649a47b1f473dd8f65c1681049921600,2,1,1,Document,NULL,NULL,0,NULL,0
f70beed9649a47b1f473dd8f65c1681049921600,0ba3cfb0a295eafe1c5f2e96d040f3aba38acbc9,4,2,2,Document,NULL,NULL,0,NULL,0
0ba3cfb0a295eafe1c5f2e96d040f3aba38acbc9,ee8e1be58152fdd321ed1e1a829c0734aa189cd9,10,5,5,Document,NULL,NULL,0,NULL,0
ee8e1be58152fdd321ed1e1a829c0734aa189cd9,ae2e3be73d26e7a0a749de67a1e84e98caefa460,19,13,6,Document,NULL,NULL,0,NULL,0
ae2e3be73d26e7a0a749de67a1e84e98caefa460,356bb7615e57b98b52b95db4d5f70cb54333d7f1,2,2,0,Document,NULL,NULL,0,NULL,0
356bb7615e57b98b52b95db4d5f70cb54333d7f1,b870c588ae027e56b273e6d22deab71e574eadd7,25,9,16,Document,NULL,NULL,0,NULL,0
b870c588ae027e56b273e6d22deab71e574eadd7,f31a5e6b616eb53d97913d501d3e742bded270fe,2,1,1,Document,NULL,NULL,0,NULL,0
f31a5e6b616eb53d97913d501d3e742bded270fe,3972a6faa1794a95e2564c74635e2cfecea5df07,2,1,1,Document,NULL,NULL,0,NULL,0
3972a6faa1794a95e2564c74635e2cfecea5df07,20211352e7ea93a91936c4fc38eb918a9382f4c0,1,1,0,Document,NULL,NULL,0,NULL,0
20211352e7ea93a91936c4fc38eb918a9382f4c0,608c598cbfb216ece63033f359d002437c8c7b86,55,30,25,Document,NULL,NULL,0,NULL,0
608c598cbfb216ece63033f359d002437c8c7b86,e26d19da0941dac47aeb6180ffb39ac7d8ee04e9,4,1,3,Document,NULL,NULL,0,NULL,0
e26d19da0941dac47aeb6180ffb39ac7d8ee04e9,9f63ea2362858d950c4e5276d0482850ec91558d,9,9,0,Document,NULL,NULL,0,NULL,0
9f63ea2362858d950c4e5276d0482850ec91558d,81c9f91f4498346273db133d39c6e3e94d4ff84f,21,16,5,Document,NULL,NULL,0,NULL,0
81c9f91f4498346273db133d39c6e3e94d4ff84f,8d8ee153811c5d3695ad8b76c7e2d5db28a0c4c9,49,27,22,Document,NULL,NULL,0,NULL,0
8d8ee153811c5d3695ad8b76c7e2d5db28a0c4c9,dc730d8501a4a80272538cf0b30cb149b6b768c3,17,17,0,Document,NULL,NULL,0,NULL,0
dc730d8501a4a80272538cf0b30cb149b6b768c3,8ae01cd92f9746a9760f392d8289368bf1fbf47d,1,1,0,Document,NULL,NULL,0,NULL,0
8ae01cd92f9746a9760f392d8289368bf1fbf47d,3000a611cc65292291a14c560d5709f9d693bd0c,2,1,1,Document,NULL,NULL,0,NULL,0
3000a611cc65292291a14c560d5709f9d693bd0c,f09f1c9b2dc61f4b9d0fa712c427f96cec26adf0,2,1,1,Document,NULL,NULL,0,NULL,0
f09f1c9b2dc61f4b9d0fa712c427f96cec26adf0,cc12ada5a78ba7465148945c5d79301f23b12c99,5,2,3,Document,NULL,NULL,0,NULL,0
cc12ada5a78ba7465148945c5d79301f23b12c99,074f4d54d502430a57f89359a41b3c2fbb3944c4,2,1,1,Document,NULL,NULL,0,NULL,0
074f4d54d502430a57f89359a41b3c2fbb3944c4,c4253493b488b041de5cbe5b2450866ad11be502,12,6,6,Document,NULL,NULL,0,NULL,0
c4253493b488b041de5cbe5b2450866ad11be502,7b4c8967d663614b3b612c7e868b92c7f3af1866,21,3,18,Document,NULL,NULL,0,NULL,0
7b4c8967d663614b3b612c7e868b92c7f3af1866,a1befb4763ecd585085deecd19d59ccd3bff2730,40,26,14,Document,NULL,NULL,0,NULL,0
