d81d10ec274c48bf4fd31b8bbc8687bb63277c30,06a29fc912c89fec5112d1ff2c3a1554aaa262fa,5,3,2,#,NULL,NULL,0,NULL,0
9529c04680e627a6bcb7258c2fe0a9ac37dbb52a,6a89c9af38e0e2a81c3b0ef71fb448376ec162a8,6,3,3,Normal,NULL,NULL,0,NULL,0
6a89c9af38e0e2a81c3b0ef71fb448376ec162a8,06a29fc912c89fec5112d1ff2c3a1554aaa262fa,1,1,0,#,NULL,NULL,0,NULL,0
06a29fc912c89fec5112d1ff2c3a1554aaa262fa,2cba7253fc0a75f8270c0680df7ce78cbced6df5,1,0,1,fix,NULL,NULL,0,NULL,0
2cba7253fc0a75f8270c0680df7ce78cbced6df5,47d60fe51ba60c8146c276116adac276f1d3e963,4,3,1,Normal,NULL,NULL,0,NULL,0
47d60fe51ba60c8146c276116adac276f1d3e963,28f16c9a17a0f3f26baac47567558947e0317f6a,30,15,15,Normal,NULL,NULL,30,NULL,2
28f16c9a17a0f3f26baac47567558947e0317f6a,084c0c4ec8721204f9b689e75e35f8cec37e4b9e,59,59,0,#,NULL,NULL,59,NULL,3
6560768e084bac335f73b2faf89a6e99251d2de7,5db90f31dcfed7dbd1473d771ba72c08e5b28ec7,59,59,0,Normal,NULL,NULL,59,NULL,3
084c0c4ec8721204f9b689e75e35f8cec37e4b9e,5db90f31dcfed7dbd1473d771ba72c08e5b28ec7,20,11,9,Normal,NULL,NULL,20,NULL,1
5db90f31dcfed7dbd1473d771ba72c08e5b28ec7,82677d52efa74fd3364d5dbedf643cb742f48023,2,1,1,Normal,NULL,NULL,0,NULL,0
82677d52efa74fd3364d5dbedf643cb742f48023,2b2338805b4c63aac7ea93288dacaf970717d146,49,22,27,Document,NULL,NULL,0,NULL,0
2b2338805b4c63aac7ea93288dacaf970717d146,60213f1551031289d939175e3e06a51c72a1c6dd,15,4,11,Normal,NULL,NULL,0,NULL,0
60213f1551031289d939175e3e06a51c72a1c6dd,8aa932b29fc1b0fda96fbaf94e82466d100f86ca,24,24,0,Normal,NULL,NULL,0,NULL,0
8aa932b29fc1b0fda96fbaf94e82466d100f86ca,35cc8d095db20efaba1e9930544bf9c4a89e26c2,31,15,16,Normal,NULL,NULL,31,NULL,4
35cc8d095db20efaba1e9930544bf9c4a89e26c2,30530bc2a19b1afdd91dc5785ec5af7d5450ecb1,20,20,0,Normal,NULL,NULL,0,NULL,0
30530bc2a19b1afdd91dc5785ec5af7d5450ecb1,d0d39749de165dbdfb0b7f4440a2558870f2bb6a,2,1,1,Document,NULL,NULL,0,NULL,0
