6109cfe89e307a8a08e4906784cb7292f3fcb152,6294b4e8bb20d756870b5aa9bc85399a46983405,12,6,6,Document,ISSUE,NULL,0,NULL,0
366ef825111f423cefe7abb39423143f34fdbaf9,6294b4e8bb20d756870b5aa9bc85399a46983405,12,6,6,Document,NULL,NULL,0,NULL,0
6294b4e8bb20d756870b5aa9bc85399a46983405,9619d46764246eb18315c0e27e32545c19a829f2,2,1,1,#,NULL,NULL,0,NULL,0
6bee40394afe4bdd55e7fa2e4fc35482b91b9262,9619d46764246eb18315c0e27e32545c19a829f2,2,1,1,Normal,NULL,NULL,0,NULL,0
9619d46764246eb18315c0e27e32545c19a829f2,8580c9b3a926974653063a1488d9e3b7b1406c1a,4,2,2,fix,ISSUE,NULL,0,NULL,0
8580c9b3a926974653063a1488d9e3b7b1406c1a,5cbf5c539637ae40b0df420c69001eaba418a613,10,5,5,fix #,ISSUE,NULL,0,NULL,0
168ceecd184e48d06e888f8cd6426221c22df479,5cbf5c539637ae40b0df420c69001eaba418a613,10,5,5,Normal,ISSUE,NULL,0,NULL,0
5cbf5c539637ae40b0df420c69001eaba418a613,1efb94d9a98d873461e3416de625e398ddce31fd,2,1,1,fix #,ISSUE,NULL,0,NULL,0
0c8359ad9fa7720938b75dbe2b953560fc97f8c4,1efb94d9a98d873461e3416de625e398ddce31fd,2,1,1,Normal,ISSUE,NULL,0,NULL,0
1efb94d9a98d873461e3416de625e398ddce31fd,93abe1810e84253ed46535120a3c62a8e309edda,4,2,2,fix #,ISSUE,NULL,0,NULL,0
3ff1d8de8f62d9505765434c8610859b4369c7c4,93abe1810e84253ed46535120a3c62a8e309edda,4,2,2,Normal,NULL,NULL,0,NULL,0
93abe1810e84253ed46535120a3c62a8e309edda,cb4637b1914f08ff0b82b934ea1834e734cb66f2,2,1,1,fix #,ISSUE,NULL,0,NULL,0
cc6bbd0ae89537f59c49ed43969cbc2c20bfab21,cb4637b1914f08ff0b82b934ea1834e734cb66f2,2,1,1,fix,NULL,NULL,0,NULL,0
cb4637b1914f08ff0b82b934ea1834e734cb66f2,71be65de0f5de05336ec97cd33e704a9b6074663,759,445,314,Document,NULL,NULL,0,NULL,0
71be65de0f5de05336ec97cd33e704a9b6074663,40f16aa9ec980ceb877c544d0232cca420a3a6ef,2,1,1,#,NULL,NULL,0,NULL,0
