82bc45e6b002a6bb02b032f6bf2405b6e4769ff1,1bf05799a058c26f9c544ee7d9b249cbeddb06ce,2,1,1,#,ISSUE,NULL,2,NULL,1
1bf05799a058c26f9c544ee7d9b249cbeddb06ce,20fe5189fb72ded625bcf3c1884ec2d0d6cacd4a,21,13,8,#,NULL,NULL,21,NULL,2
20fe5189fb72ded625bcf3c1884ec2d0d6cacd4a,cf99e23c33eba0ccf6e7a85d65a20b2415db47c5,3,2,1,#,NULL,NULL,2,NULL,1
cf99e23c33eba0ccf6e7a85d65a20b2415db47c5,53214e584915e521f9c89f2a3e05d20f0b2d90fc,6,0,6,#,NULL,NULL,0,NULL,0
53214e584915e521f9c89f2a3e05d20f0b2d90fc,d021b5131db913590c74e230e73e81a594cd36f9,17,11,6,fix #,ISSUE,NULL,11,NULL,1
d021b5131db913590c74e230e73e81a594cd36f9,da4c08aa2311f8d2e057d98d7f8fd515e48218c4,6,3,3,#,ISSUE,NULL,0,NULL,0
da4c08aa2311f8d2e057d98d7f8fd515e48218c4,66ca2c02d8e1f9f359e3978bb744310ca33c9a3d,2,2,0,Normal,NULL,NULL,0,NULL,0
66ca2c02d8e1f9f359e3978bb744310ca33c9a3d,a5fd940cd9a32cf0e3cf66880f2b7350d516c426,4,3,1,#,NULL,NULL,3,NULL,1
a5fd940cd9a32cf0e3cf66880f2b7350d516c426,1cb50db20028f6a9d27e5346e384a02fa2d7dd1e,2,1,1,#,ISSUE,NULL,0,NULL,0
1cb50db20028f6a9d27e5346e384a02fa2d7dd1e,77a9ce5e4a8eb6ace2e05dc011999c34c3b8c8cd,5,5,0,Normal,NULL,NULL,0,NULL,0
77a9ce5e4a8eb6ace2e05dc011999c34c3b8c8cd,a308758cce6ee86242e47bd507408ef8f2b68b8a,71,71,0,Normal,NULL,NULL,71,NULL,2
a308758cce6ee86242e47bd507408ef8f2b68b8a,1f074925b28119bcd36c63b962cb405208ddf26b,10,3,7,Document,ISSUE,NULL,0,NULL,0
1f074925b28119bcd36c63b962cb405208ddf26b,4f6b54ac568f776a6bf2dcf5768d528b48230357,2,1,1,Normal,NULL,NULL,2,NULL,1
4f6b54ac568f776a6bf2dcf5768d528b48230357,2d70120cba85c14d26d2116f7465f7f25b4ea310,8,8,0,Normal,NULL,NULL,0,NULL,0
2d70120cba85c14d26d2116f7465f7f25b4ea310,eab24a7761b8b3fc11fa4d69f1190570e27e9681,6,6,0,Normal,NULL,NULL,0,NULL,0
eab24a7761b8b3fc11fa4d69f1190570e27e9681,9945b51e85090d4bd7771af8962765f4f71eda65,68,5,63,Document,NULL,NULL,0,NULL,0
9945b51e85090d4bd7771af8962765f4f71eda65,28bfa35e6ada8c6ed7cf18c2e6166b65f422b3ea,328,327,1,Document,NULL,NULL,0,NULL,0
28bfa35e6ada8c6ed7cf18c2e6166b65f422b3ea,8e97d25a072cd489676e7449abfb073d06ded1cb,2,2,0,Document,NULL,NULL,0,NULL,0
8e97d25a072cd489676e7449abfb073d06ded1cb,2c27f31263d388a166c5833b4db215255f51c8f8,8,8,0,Normal,NULL,NULL,0,NULL,0
2c27f31263d388a166c5833b4db215255f51c8f8,967017115bd659aca02913763b6b4ebf8d1f9f01,102,77,25,Normal,NULL,NULL,79,NULL,4
967017115bd659aca02913763b6b4ebf8d1f9f01,a1d6475bd5f31b46586ae73a5d6e995d3ca4732b,12,5,7,Document,NULL,NULL,0,NULL,0
a1d6475bd5f31b46586ae73a5d6e995d3ca4732b,5bdd53432161f5d67664cc4f4cd01c0c13f74d91,2,1,1,Normal,NULL,NULL,0,NULL,0
5bdd53432161f5d67664cc4f4cd01c0c13f74d91,bfc03f980e1732870a3d381393ce92d8604eea95,4473,8,4465,Normal,NULL,NULL,4165,NULL,2
