d4f52aa6966b096512d57ee553b3d9355cc5b49e,49e8d76450fe188e1ec66eb5c6d80888b4905c48,11,8,3,fix #,ISSUE,NULL,11,NULL,1
0d89d4d07bcac4062a39c0baddd56b85b1a303c6,3917430f94ea7e4036c901162d50065d7fdae4aa,2,1,1,Normal,NULL,NULL,2,NULL,1
49e8d76450fe188e1ec66eb5c6d80888b4905c48,cab89031a17890f69441624fe8e0cc3cac3f4817,2,1,1,#,NULL,NULL,0,NULL,0
d3e973b84922ef821cb317140db58d5fd3b26e02,cab89031a17890f69441624fe8e0cc3cac3f4817,2,1,1,Normal,NULL,NULL,0,NULL,0
cab89031a17890f69441624fe8e0cc3cac3f4817,731d8d43f8fa75f2e236542a28ef46fe77d704c8,7,6,1,#,NULL,NULL,7,NULL,1
efece898cfd470fd1e7ae4c150be8ee82911636a,731d8d43f8fa75f2e236542a28ef46fe77d704c8,7,6,1,Normal,NULL,NULL,7,NULL,1
731d8d43f8fa75f2e236542a28ef46fe77d704c8,6611850872d8df56ed9d9da7e3521239b9de804b,77,39,38,#,NULL,NULL,0,NULL,0
1674e0f396bcdd8db60faa84467f7fe0479618a5,6611850872d8df56ed9d9da7e3521239b9de804b,77,39,38,Normal,NULL,NULL,0,NULL,0
3917430f94ea7e4036c901162d50065d7fdae4aa,817bceec3dd6c7dacb350c99e912e50750efdca0,11,8,3,fix,NULL,NULL,11,NULL,1
6611850872d8df56ed9d9da7e3521239b9de804b,d63c5f48bb7cd7689ccde579cc323f26ec45af63,2,1,1,fix #,ISSUE,NULL,2,NULL,1
7cc2c6acd97d78096501fe9b50a39469fde73bab,d63c5f48bb7cd7689ccde579cc323f26ec45af63,2,1,1,Normal,ISSUE,NULL,2,NULL,1
d63c5f48bb7cd7689ccde579cc323f26ec45af63,e944e0275abb3e1f366417ba8facb5754a7ad273,8,4,4,fix #,ISSUE,NULL,0,NULL,0
aa09165ef5f658f4816f8d4423cf7767dccd4f7f,e944e0275abb3e1f366417ba8facb5754a7ad273,8,4,4,Normal,NULL,NULL,0,NULL,0
e944e0275abb3e1f366417ba8facb5754a7ad273,77a0e0fc8d77d69e8f71d3215ae53996fda8a607,4,2,2,#,NULL,NULL,2,NULL,1
8fc7032295d60aff3620ef85d4aa6549a55688a0,77a0e0fc8d77d69e8f71d3215ae53996fda8a607,4,2,2,Normal,NULL,NULL,2,NULL,1
77a0e0fc8d77d69e8f71d3215ae53996fda8a607,c4d2821870e8c556386b06f5ad45fa3146923d1e,4,2,2,#,NULL,NULL,0,NULL,0
c4d2821870e8c556386b06f5ad45fa3146923d1e,5b60fd49873e72c83604d14c65525000776ee929,3,2,1,#,NULL,NULL,3,NULL,1
8a847ba69e521b3d7f4faaa6c7c039bcb8e6497b,5b60fd49873e72c83604d14c65525000776ee929,3,2,1,Normal,NULL,NULL,3,NULL,1
616386f04520a56c0e11224651a278dd2e6fab94,5b60fd49873e72c83604d14c65525000776ee929,4,2,2,#,NULL,NULL,0,NULL,0
5b60fd49873e72c83604d14c65525000776ee929,314eb0389c741f813fb1c9513d6572196e7531e6,49,32,17,fix #,ISSUE,NULL,0,NULL,0
089b93094a5f34277bf29790402a400516e22d15,314eb0389c741f813fb1c9513d6572196e7531e6,49,32,17,Normal,NULL,NULL,0,NULL,0
314eb0389c741f813fb1c9513d6572196e7531e6,ce09af4aed81a8d73e55d91a40a61d11414fae81,4,2,2,#,NULL,NULL,4,NULL,1
6d7225d02eb22cd6392ea1de8a6fa66227b38b10,2c2abf82f9d98b2f2bed5b11f7e77788841695a6,2,1,1,Comment,NULL,NULL,2,NULL,1
2c2abf82f9d98b2f2bed5b11f7e77788841695a6,ce09af4aed81a8d73e55d91a40a61d11414fae81,2,1,1,Normal,NULL,NULL,2,NULL,1
ce09af4aed81a8d73e55d91a40a61d11414fae81,4c6c29607ada2377fa6e086f8b420bb2a9550174,4,2,2,#,NULL,NULL,0,NULL,0
4c6c29607ada2377fa6e086f8b420bb2a9550174,c2e2eff828f73eaf4490353f83724c357acb7fdf,2,1,1,#,NULL,NULL,0,NULL,0
a6bd1376b48ce6acac3533cd9127b9b672b455e7,c2e2eff828f73eaf4490353f83724c357acb7fdf,2,1,1,Normal,NULL,NULL,0,NULL,0
b24561128280f8b789e7bf52a4e6a8ae49f7a39e,c2e2eff828f73eaf4490353f83724c357acb7fdf,4,2,2,Normal,NULL,NULL,0,NULL,0
c2e2eff828f73eaf4490353f83724c357acb7fdf,817bceec3dd6c7dacb350c99e912e50750efdca0,75,60,15,#,NULL,NULL,75,NULL,2
97cfcbcbbcedf544a13127dcca3e0ddad94ff830,d3a1020d9d61b99d5dbe182ab240010dd6370375,6,4,2,Normal,NULL,NULL,6,NULL,1
d3a1020d9d61b99d5dbe182ab240010dd6370375,942ef738761a721edf811378654673f10fd6cac8,16,12,4,Normal,ISSUE,BUG,16,NULL,2
942ef738761a721edf811378654673f10fd6cac8,817bceec3dd6c7dacb350c99e912e50750efdca0,65,50,15,fix #,ISSUE,NULL,65,NULL,2
817bceec3dd6c7dacb350c99e912e50750efdca0,249ad0f02ad4c6a6cb4a3676bb185638fa555c03,2,1,1,#,NULL,NULL,0,NULL,0
1304523153d8e3aec07282309eff30b1f1f0b213,249ad0f02ad4c6a6cb4a3676bb185638fa555c03,2,1,1,#,NULL,NULL,0,NULL,0
249ad0f02ad4c6a6cb4a3676bb185638fa555c03,fc039f6a94fcf388d2b61ced4c02cd1ba116ecfd,3,2,1,#,NULL,NULL,3,NULL,1
fc039f6a94fcf388d2b61ced4c02cd1ba116ecfd,08757603c1283ba761c1c1aa19de36c294f14244,40,20,20,#,NULL,NULL,36,NULL,3
ec6de92d9802c2d264940f9b12da2ca2f87af558,8e3cc032471f33e4019cd026aa2b86a9832252d2,2,1,1,Normal,NULL,NULL,2,NULL,1
8e3cc032471f33e4019cd026aa2b86a9832252d2,0ba3aa007d52111af4a040d3bda0eb0c0f1dcf4d,2,1,1,Normal,NULL,NULL,2,NULL,1
0ba3aa007d52111af4a040d3bda0eb0c0f1dcf4d,0966569d9be775e2197597d70fc09166dde0e292,4,2,2,Normal,NULL,NULL,4,NULL,1
0966569d9be775e2197597d70fc09166dde0e292,d3c4dca6b02c1e2d9e172b04c9d4c932683eb14a,2,1,1,Normal,NULL,NULL,0,NULL,0
d3c4dca6b02c1e2d9e172b04c9d4c932683eb14a,79a5c43e89399a1cee51aa9d88e92b9f57e0cc03,2,1,1,Normal,NULL,NULL,2,NULL,1
79a5c43e89399a1cee51aa9d88e92b9f57e0cc03,606bb9ee2c28263a667b32513e51a8dd4a2263ca,4,2,2,Normal,NULL,NULL,4,NULL,1
606bb9ee2c28263a667b32513e51a8dd4a2263ca,8ba46db2a9b0e9766d060cdbb687946afaa25af4,20,10,10,Normal,NULL,NULL,18,NULL,3
8ba46db2a9b0e9766d060cdbb687946afaa25af4,a3f96f1ea458b88c9b4b60ecd69a56b9ab31341d,2,1,1,Normal,NULL,NULL,2,NULL,1
a3f96f1ea458b88c9b4b60ecd69a56b9ab31341d,08757603c1283ba761c1c1aa19de36c294f14244,2,1,1,Normal,NULL,NULL,2,NULL,1
5fe7576173dd9c1c8b70f5b7826901dcbc508b3a,08757603c1283ba761c1c1aa19de36c294f14244,3,2,1,Normal,NULL,NULL,3,NULL,1
08757603c1283ba761c1c1aa19de36c294f14244,08361d41590ff35be44ec6b757361ac37f6fa7c7,16,14,2,#,NULL,NULL,16,NULL,2
08361d41590ff35be44ec6b757361ac37f6fa7c7,b8e26a9494c25176d382d6ead95150c9aa9ee03e,147,131,16,#,NULL,NULL,147,NULL,4
76f34e8cf3de3fd8a44d2270d4096f67de56331b,8a44228ccbedcb89349c8db4c60c8cc4c18fab7d,10,10,0,Normal,NULL,NULL,10,NULL,1
b8e26a9494c25176d382d6ead95150c9aa9ee03e,aa715a46173874495506a06027a2f4b7e4884871,4,2,2,#,NULL,NULL,0,NULL,0
66427f52bceb9b6d2282893e7a3ad35f7c01777b,aa715a46173874495506a06027a2f4b7e4884871,4,2,2,fix,NULL,NULL,0,NULL,0
aa715a46173874495506a06027a2f4b7e4884871,93c32d79a7a640187f1a929f1d77f2c55d31a76b,1,0,1,#,NULL,NULL,1,NULL,1
ffbff5b833952aa49d495f90937ac37eb95ce44f,93c32d79a7a640187f1a929f1d77f2c55d31a76b,1,0,1,Normal,NULL,NULL,1,NULL,1
