82157634ca0ca5b6a4a67a194dd11f15d9b72835,5663f2db4664998c5235e1b5a02c70f745177ad3,2,2,0,#,NULL,NULL,2,NULL,1
5663f2db4664998c5235e1b5a02c70f745177ad3,02b983fa8f26521e47dc1d49e3a47ed062e20058,46,25,21,Format,NULL,NULL,46,NULL,1
02b983fa8f26521e47dc1d49e3a47ed062e20058,0aff3deb5e1bb2bbc88a83fd71c8ad5550185cce,34,17,17,Normal,NULL,NULL,34,NULL,1
0aff3deb5e1bb2bbc88a83fd71c8ad5550185cce,2388b6fd71ed16ec0f485e2d0a14fd959424d4df,73,55,18,Normal,NULL,NULL,73,NULL,1
2388b6fd71ed16ec0f485e2d0a14fd959424d4df,c2146ffeb10d92bfa1537d2033a3235825d1b261,3,3,0,Format,NULL,NULL,3,NULL,1
e3f9017cffd375a9093f8d97d80bb6673abe2da4,c2ef69242b60dc2475328b08131f9aa3078a51fb,2,1,1,#,NULL,NULL,2,NULL,1
395ab9aef75dd0d99e1c23820b844b39d53e10d9,c494f8daf3d8abd20d329f7c2d82be3c042555ab,2,1,1,Normal,NULL,NULL,2,NULL,1
c494f8daf3d8abd20d329f7c2d82be3c042555ab,c2ef69242b60dc2475328b08131f9aa3078a51fb,2,1,1,Normal,NULL,NULL,2,NULL,1
c2ef69242b60dc2475328b08131f9aa3078a51fb,660546f277f828f500faaddb740408f41745bb3b,65,51,14,#,ISSUE,BUG,65,NULL,1
660546f277f828f500faaddb740408f41745bb3b,6d3938e079b29ff3d3befc8d971d00767ca1ea0a,2,1,1,#,NULL,NULL,2,NULL,1
6d3938e079b29ff3d3befc8d971d00767ca1ea0a,c2146ffeb10d92bfa1537d2033a3235825d1b261,4,2,2,fix #,ISSUE,NULL,4,NULL,1
3624e0f2eef838a68a78de992cde024bedd49455,c2146ffeb10d92bfa1537d2033a3235825d1b261,4,2,2,Normal,ISSUE,NULL,4,NULL,1
c34c37487667b9ae1d8b50a7e946a4f086f16c8d,c2146ffeb10d92bfa1537d2033a3235825d1b261,2,1,1,Normal,NULL,NULL,2,NULL,1
c2146ffeb10d92bfa1537d2033a3235825d1b261,4656c2d82a34e75f563811ac33143cb1710ffe67,13,12,1,Document,NULL,NULL,13,NULL,2
4656c2d82a34e75f563811ac33143cb1710ffe67,601588e5fa537454b06b5cb17f75765ccfa87829,2,1,1,Document,NULL,NULL,2,NULL,1
601588e5fa537454b06b5cb17f75765ccfa87829,ac07028e4d7f495ded25a39993cb949bd638ecbf,3,2,1,Document,NULL,NULL,3,NULL,1
ac07028e4d7f495ded25a39993cb949bd638ecbf,df39818fde1ee7b8959b1798001ade608f3d4a57,97,56,41,Document,NULL,NULL,97,NULL,1
df39818fde1ee7b8959b1798001ade608f3d4a57,2efa7e657cc030f52bcb7401f6e3fc4b15eb4997,2,1,1,Document,ISSUE,NULL,2,NULL,1
2efa7e657cc030f52bcb7401f6e3fc4b15eb4997,cab1ea8ed3449beeb6301a7c47f88c5827e9e47d,2,1,1,Document,ISSUE,NULL,2,NULL,1
cab1ea8ed3449beeb6301a7c47f88c5827e9e47d,353b12465a254fd4f7fe0a793fe952754170f184,45,20,25,#,NULL,NULL,45,NULL,1
353b12465a254fd4f7fe0a793fe952754170f184,f4033578bcf16a4568ecd250d5d11e899b4bb0c3,2,2,0,Document,NULL,NULL,2,NULL,1
f4033578bcf16a4568ecd250d5d11e899b4bb0c3,7e4d3ec254a521f09e0894bf75dd160fbc3fc886,59,33,26,#,NULL,NULL,59,NULL,1
7e4d3ec254a521f09e0894bf75dd160fbc3fc886,b8359c61d82416fb8db55d263f68c26d8d929d59,2,1,1,#,NULL,NULL,2,NULL,1
0ef031dbf000f803bc5667e38fd2461086606f87,b8359c61d82416fb8db55d263f68c26d8d929d59,2,1,1,Normal,NULL,NULL,2,NULL,1
b8359c61d82416fb8db55d263f68c26d8d929d59,e1cb174753ae0a5e4a549350c6f697a912216437,13,7,6,#,NULL,NULL,13,NULL,2
e1cb174753ae0a5e4a549350c6f697a912216437,862fa4dbd0362bad859d0fd460577cdbebc3a9a0,2,1,1,#,NULL,NULL,2,NULL,1
862fa4dbd0362bad859d0fd460577cdbebc3a9a0,2e6ccf4ecc28db1e7c511546f269233d96c87f4c,23,21,2,#,ISSUE,BUG,23,NULL,1
2e6ccf4ecc28db1e7c511546f269233d96c87f4c,18a0a3a4937d908a48d453a75ca9b92fc1d20d9b,33,0,33,fix,NULL,NULL,33,NULL,1
18a0a3a4937d908a48d453a75ca9b92fc1d20d9b,635005b3e584f8f6271ccb2e1c6c89a93ef7aea0,39,36,3,Normal,ISSUE,BUG,39,NULL,1
635005b3e584f8f6271ccb2e1c6c89a93ef7aea0,3c6ff505366b80a9c96b9ef83bd7c202b6c9999b,1,0,1,Format,NULL,NULL,1,NULL,1
3c6ff505366b80a9c96b9ef83bd7c202b6c9999b,1b123b653b53c74948640fe05564db6feda98b62,39,37,2,Normal,NULL,NULL,39,NULL,2
1b123b653b53c74948640fe05564db6feda98b62,f8877a5f9ada4b08a07fb8d9cd412b492ef9f296,6,3,3,Normal,NULL,NULL,6,NULL,1
f8877a5f9ada4b08a07fb8d9cd412b492ef9f296,8bdc6bf88838b280409ed08a69cfa0c722ec6ae0,6,3,3,Normal,NULL,NULL,6,NULL,1
8bdc6bf88838b280409ed08a69cfa0c722ec6ae0,3da80869806219b9702eb904d3dcef60c3cee176,20,10,10,Normal,NULL,NULL,20,NULL,1
3da80869806219b9702eb904d3dcef60c3cee176,0395bf94681b47d5efed31e53512cb08ddcabe1b,4,2,2,Normal,NULL,NULL,4,NULL,1
0395bf94681b47d5efed31e53512cb08ddcabe1b,e06349eb4fa2be38a33f5dfa11d5266ad91e3565,54,27,27,Normal,NULL,NULL,54,NULL,1
e06349eb4fa2be38a33f5dfa11d5266ad91e3565,daf18f30c12516a153e10ef3eb8d931590e5fd31,104,104,0,Format,NULL,NULL,104,NULL,1
daf18f30c12516a153e10ef3eb8d931590e5fd31,99930114548f9cedc8070a3bd4d9a217adc218ca,457,226,231,Format,NULL,NULL,457,NULL,2
99930114548f9cedc8070a3bd4d9a217adc218ca,8d0cb584642e9fee473acb0cab816512b3d2ed79,25,22,3,Normal,NULL,NULL,25,NULL,1
8d0cb584642e9fee473acb0cab816512b3d2ed79,2cf72ad5309d038168a74aa458c8c93141956257,263,179,84,Document,NULL,NULL,263,NULL,3
2cf72ad5309d038168a74aa458c8c93141956257,c01ba7eb41cdd645ef1a6bd39260e00ed7d3d05f,46,21,25,Document,NULL,NULL,46,NULL,2
c01ba7eb41cdd645ef1a6bd39260e00ed7d3d05f,d45a4cc65b7f2275eda13365c2c3f2bc153cd719,20,2,18,Normal,NULL,NULL,20,NULL,1
d45a4cc65b7f2275eda13365c2c3f2bc153cd719,ff4698649799a0da160fa831aaa9257bd13d4a73,21,16,5,Document,NULL,NULL,21,NULL,1
ff4698649799a0da160fa831aaa9257bd13d4a73,e414e1f6cdc98c8e7788c202e6c2e5b7f8efcac4,13,9,4,Normal,NULL,NULL,13,NULL,1
e414e1f6cdc98c8e7788c202e6c2e5b7f8efcac4,1a8a0b81eb62925c5bd5d66d69b48a198774c088,4,2,2,Normal,NULL,NULL,4,NULL,1
1a8a0b81eb62925c5bd5d66d69b48a198774c088,f3ed599ef9e7db967e27addf2c5aa213ac7a8978,169,76,93,fix,ISSUE,BUG,169,NULL,1
f3ed599ef9e7db967e27addf2c5aa213ac7a8978,f520db76dab3d5aa7b8ca1d581e8c7fc6ece2819,103,65,38,Format,NULL,NULL,103,NULL,2
