25c982d192d6b5040881640d94fc9f917680078c,2795a21afc013b4923400fc6fc7410b90a0d8c91,7,2,5,#,ISSUE,NULL,7,NULL,1
2795a21afc013b4923400fc6fc7410b90a0d8c91,9514c1799eaaf06076a200af078cbc68b923eca7,1,1,0,Format,ISSUE,NULL,1,NULL,1
9514c1799eaaf06076a200af078cbc68b923eca7,5d3310d00a8c21dfeab3e9f2c51092c08d96d23a,75,47,28,fix #,ISSUE,NULL,74,NULL,2
5d3310d00a8c21dfeab3e9f2c51092c08d96d23a,5d5513bbf4f39786226ccfd338c03165028b9ebd,160,132,28,#,NULL,NULL,157,NULL,2
5d5513bbf4f39786226ccfd338c03165028b9ebd,67f445aede75ec4ecefc24cbf1ca26364d85b420,14,7,7,Document,NULL,NULL,0,NULL,0
67f445aede75ec4ecefc24cbf1ca26364d85b420,b96c93e9ab8f251cb3b55e0e571859d9549990e5,4,2,2,Normal,NULL,NULL,4,NULL,1
b96c93e9ab8f251cb3b55e0e571859d9549990e5,e24c2b436a8311207e621d09c5bb3e7ca0388980,85,39,46,#,NULL,NULL,84,NULL,3
e24c2b436a8311207e621d09c5bb3e7ca0388980,d2ac2605e9068be803b2fa75d94d9aa97e4eecd9,41,34,7,Comment,ISSUE,NULL,41,NULL,2
d2ac2605e9068be803b2fa75d94d9aa97e4eecd9,b9d859a37ef7735c7b8aecbd33189df87f596de8,4,4,0,Normal,NULL,NULL,4,NULL,1
b9d859a37ef7735c7b8aecbd33189df87f596de8,e756bc73446fc1fa40384e11eedb2c8732943ed9,31,16,15,Format,NULL,NULL,31,NULL,1
7da104335cf1ec93118f90b961df907455ffb097,e756bc73446fc1fa40384e11eedb2c8732943ed9,4,4,0,#,NULL,NULL,4,NULL,1
e756bc73446fc1fa40384e11eedb2c8732943ed9,3f9e041c315d5bed6664385d73ef4d2c428c10f2,209,108,101,#,NULL,NULL,208,NULL,1
3f9e041c315d5bed6664385d73ef4d2c428c10f2,ee9621b4225ed3bfb693c8d86cbf9693754c0a26,4,0,4,Normal,NULL,NULL,4,NULL,1
ee9621b4225ed3bfb693c8d86cbf9693754c0a26,94e09cee40c19274ce527579c90caaee9ba05349,134,95,39,Normal,NULL,NULL,131,NULL,3
94e09cee40c19274ce527579c90caaee9ba05349,af9a5aee274613abae8986bc4044eead226e5626,41,28,13,#,NULL,NULL,41,NULL,1
881afb3fddd2bd294bb3c2a3f4e928a4ec5517ee,0ca655f84ddcdf5928a050ccc35f79e47bbfb54e,128,89,39,#,NULL,NULL,126,NULL,2
0ca655f84ddcdf5928a050ccc35f79e47bbfb54e,af9a5aee274613abae8986bc4044eead226e5626,6,6,0,#,NULL,NULL,5,NULL,1
af9a5aee274613abae8986bc4044eead226e5626,e75f09f8c0bfffe93a32455c7082f94ea4f4cf4e,4,2,2,#,NULL,NULL,4,NULL,1
e75f09f8c0bfffe93a32455c7082f94ea4f4cf4e,87fe0b747fdf43d2ff21ba8b59fc6e8e995b49eb,18,12,6,Normal,NULL,NULL,18,NULL,1
87fe0b747fdf43d2ff21ba8b59fc6e8e995b49eb,1f43490f418105c7cba118ec24c044151fcdb06b,2,1,1,fix,NULL,NULL,2,NULL,1
0380721d6f62c05037147456070e1c313c507da5,1f43490f418105c7cba118ec24c044151fcdb06b,18,12,6,Normal,NULL,NULL,18,NULL,1
1f43490f418105c7cba118ec24c044151fcdb06b,5e850f3860d7031fe22799e9645587e807805d69,9,6,3,Normal,NULL,NULL,9,NULL,1
5e850f3860d7031fe22799e9645587e807805d69,92c467035cf00d6512e1a03dce40a266253dfc53,41,24,17,Normal,NULL,NULL,8,NULL,2
92c467035cf00d6512e1a03dce40a266253dfc53,996cadb3e79b248d2f2b3e584a1ea9e9f77fc1c2,3,1,2,Normal,NULL,NULL,3,NULL,1
