8121b7768518a5c1671ff159022efaccc42b57e7,6f35abb185f69746f9a819207978c08cdf99dd2a,388,388,0,#,NULL,NULL,369,NULL,5
1be6f195c441efcb0d5513e9daf76f3c9db99d46,a816d980543f64ba47bdd1dcba4f2b7015f2c8a0,2,1,1,Normal,NULL,NULL,2,NULL,1
a816d980543f64ba47bdd1dcba4f2b7015f2c8a0,8bcde5e0e392e2e859ab95a9528055bfe8b70fda,0,0,0,Normal,NULL,NULL,0,NULL,1
8bcde5e0e392e2e859ab95a9528055bfe8b70fda,da10d9699a52751a17aa6f98122ebac31ff93bc6,6,3,3,Normal,NULL,NULL,6,NULL,1
da10d9699a52751a17aa6f98122ebac31ff93bc6,0882b45a34fe390c497ac40f9017cacd78d08745,2,1,1,Normal,NULL,NULL,2,NULL,1
0882b45a34fe390c497ac40f9017cacd78d08745,9b0469d16282115b90bd844c9cd47fc7f8267703,2,1,1,Normal,NULL,NULL,2,NULL,1
9b0469d16282115b90bd844c9cd47fc7f8267703,1148e298da74f4f363c07d7c0d7fbc763e088a2e,2,0,2,Normal,NULL,NULL,2,NULL,1
1148e298da74f4f363c07d7c0d7fbc763e088a2e,86c485f7bd4b7e224628a21fb5266067460ea144,5,5,0,Normal,NULL,NULL,5,NULL,1
86c485f7bd4b7e224628a21fb5266067460ea144,cc6bbc06dd52f7019c0a656bc0d2369161bd8809,2,1,1,Normal,NULL,NULL,2,NULL,1
cc6bbc06dd52f7019c0a656bc0d2369161bd8809,8d4b4df130d3dff1b6af4a04c6baedac4bed68de,100,50,50,Comment,NULL,NULL,100,NULL,1
8d4b4df130d3dff1b6af4a04c6baedac4bed68de,22857e56db4040b961a09b1555e19f9bb7721c0e,68,34,34,Comment,NULL,NULL,68,NULL,1
22857e56db4040b961a09b1555e19f9bb7721c0e,2716e45fe74bbb802fa1cacfd0b1025cc7c2c5ff,44,22,22,Comment,NULL,NULL,44,NULL,1
2716e45fe74bbb802fa1cacfd0b1025cc7c2c5ff,ffa3f460e727001c6681e0d69ffd5a4d011d7133,35,18,17,Comment,NULL,NULL,35,NULL,1
ffa3f460e727001c6681e0d69ffd5a4d011d7133,e2d2f1278847b4321497bb23422a42bf70b28c11,41,21,20,Comment,NULL,NULL,41,NULL,1
e2d2f1278847b4321497bb23422a42bf70b28c11,e5d379e6dc4d2fa94108d548806aa6cd76421baa,18,18,0,Normal,NULL,NULL,7,NULL,4
e5d379e6dc4d2fa94108d548806aa6cd76421baa,e8b7c4fc936a7cdeaccb78a80c66026abef00ab2,42,21,21,Comment,NULL,NULL,42,NULL,1
e8b7c4fc936a7cdeaccb78a80c66026abef00ab2,2b9f98ad72070affa0f34b3918c831670acc3562,3,2,1,Normal,NULL,NULL,3,NULL,1
2b9f98ad72070affa0f34b3918c831670acc3562,f3b7e12c5289c0229a12d63854c6a1adb0fcf983,99,50,49,Comment,NULL,NULL,99,NULL,1
f3b7e12c5289c0229a12d63854c6a1adb0fcf983,de847ee0cca8a001023560963ad5bfee8864128b,2,1,1,Normal,NULL,NULL,2,NULL,1
de847ee0cca8a001023560963ad5bfee8864128b,0295a705a4f605674ae32e3f2d0efbf06d9c01ad,70,36,34,Comment,NULL,NULL,70,NULL,1
0295a705a4f605674ae32e3f2d0efbf06d9c01ad,754ff914879a28aea79535d554f28d193f4de051,1,1,0,Normal,NULL,NULL,1,NULL,1
754ff914879a28aea79535d554f28d193f4de051,592bf7b59ff089246c767ec1e444142ac4f2c902,44,22,22,Comment,NULL,NULL,44,NULL,1
592bf7b59ff089246c767ec1e444142ac4f2c902,e4af65cf0d79e9270c4b603f4debb5c994971437,33,17,16,Comment,NULL,NULL,33,NULL,1
e4af65cf0d79e9270c4b603f4debb5c994971437,c754b9880cfa2fd1145acf4bd8e0689a495dd8a1,1,0,1,Normal,NULL,NULL,1,NULL,1
6f35abb185f69746f9a819207978c08cdf99dd2a,9ab343f81d5359e0224fad3eb6266439a900fde4,8,4,4,#,NULL,NULL,8,NULL,1
7b838271d3004fc69f59b8d5a533d57c1ec9a0e2,9ab343f81d5359e0224fad3eb6266439a900fde4,8,4,4,fix,ISSUE,NULL,8,NULL,1
c754b9880cfa2fd1145acf4bd8e0689a495dd8a1,c340ffd47783ee84994ce05db503ec8ca48eb368,2,1,1,Normal,NULL,NULL,2,NULL,1
c340ffd47783ee84994ce05db503ec8ca48eb368,8005d6c158a92086efb34c6e7443c318689eff30,2,1,1,Normal,NULL,NULL,2,NULL,1
8005d6c158a92086efb34c6e7443c318689eff30,9d2d33084fbdbdc0aff49239463ff870bb6e2afc,10,0,10,Normal,NULL,NULL,10,NULL,1
9d2d33084fbdbdc0aff49239463ff870bb6e2afc,787483d18c203782433d22e499a7af47a6008070,1,0,1,Normal,NULL,NULL,1,NULL,1
787483d18c203782433d22e499a7af47a6008070,80b7673bdbe969ec9eb742649ba03f19bdf0e749,13,0,13,Normal,NULL,NULL,13,NULL,1
