77739b309f46446bfe3c4ade66a2ce064d2352f9,0fb30ce1fe3c7178619b00a91672c4ad7ce6ca26,6,1,5,Document,NULL,NULL,0,NULL,0
0fb30ce1fe3c7178619b00a91672c4ad7ce6ca26,d3d5aa834a3751b08b25a10bd063d441c0690197,4,4,0,Document,NULL,NULL,0,NULL,0
d3d5aa834a3751b08b25a10bd063d441c0690197,a238b141f30e60b573669c74c19d817159f623ed,39646,39575,71,Document,NULL,NULL,0,NULL,0
877f584c76e9cd099a08d4904ca71ddbcf05c5b6,30c47a4596d3bb0df4aaf75548ff78b60406760d,74,37,37,Document,NULL,NULL,0,NULL,0
30c47a4596d3bb0df4aaf75548ff78b60406760d,2bf8912052821cc20370d7262a853e5299eff342,13,13,0,Document,NULL,NULL,0,NULL,0
2bf8912052821cc20370d7262a853e5299eff342,b17ba1d26be49d43aaa6bb870027c2bc67a51dc9,15,15,0,Document,NULL,NULL,0,NULL,0
b17ba1d26be49d43aaa6bb870027c2bc67a51dc9,23b2f7bd7b37deb72b229c10c293e693dce4afd3,11,11,0,Document,NULL,NULL,0,NULL,0
23b2f7bd7b37deb72b229c10c293e693dce4afd3,7d6fbd796e246f7648b00f859efaeb3767c031da,24,24,0,Document,NULL,NULL,0,NULL,0
7d6fbd796e246f7648b00f859efaeb3767c031da,1c34b4625828ee3f3c0f7d105dae4dc0eecbf986,34,0,34,Document,NULL,NULL,0,NULL,0
1c34b4625828ee3f3c0f7d105dae4dc0eecbf986,233b1976602f5ca805b57d18b8ec4317bfe8ae71,8777,8777,0,Normal,NULL,NULL,0,NULL,0
233b1976602f5ca805b57d18b8ec4317bfe8ae71,d52331cd5a7b91d1d9de6d5d4cd5fb864c25d6be,22000,22000,0,Normal,NULL,NULL,0,NULL,0
d52331cd5a7b91d1d9de6d5d4cd5fb864c25d6be,a238b141f30e60b573669c74c19d817159f623ed,8698,8698,0,Normal,NULL,NULL,0,NULL,0
a238b141f30e60b573669c74c19d817159f623ed,62f06d25d7f6db0f17623a55c49aad956d55f181,74,37,37,#,NULL,NULL,0,NULL,0
62f06d25d7f6db0f17623a55c49aad956d55f181,f7eaf02d14b1440d67c7d76094f22c86c93e8178,2,2,0,Document,NULL,NULL,0,NULL,0
f7eaf02d14b1440d67c7d76094f22c86c93e8178,79c035c4c17369d4ae90548c48445e53857696f4,2,2,0,Document,NULL,NULL,0,NULL,0
79c035c4c17369d4ae90548c48445e53857696f4,07e627327904b2e923e155d1ca08f5372c704150,12,7,5,Document,NULL,NULL,0,NULL,0
07e627327904b2e923e155d1ca08f5372c704150,b2da6e6704d65693dea6405d00038603df4b27b5,30,15,15,Document,NULL,NULL,0,NULL,0
b2da6e6704d65693dea6405d00038603df4b27b5,60735896bd6bf479e482e5b629328d27d177005c,2,1,1,Document,NULL,NULL,0,NULL,0
60735896bd6bf479e482e5b629328d27d177005c,b58a974ef25c1ccae4c3afbbad78e5a3a5181f54,2,1,1,Document,NULL,NULL,0,NULL,0
b58a974ef25c1ccae4c3afbbad78e5a3a5181f54,c1ed46758cc8170827eedd26fcb83be18fe2d077,8,6,2,Document,NULL,NULL,0,NULL,0
5ab4ecee3a621a98da7baf25879e76a4f0e4cb55,c1ed46758cc8170827eedd26fcb83be18fe2d077,8,6,2,Document,NULL,NULL,0,NULL,0
c1ed46758cc8170827eedd26fcb83be18fe2d077,ba5d8ef032578486bc796b9ef4f74e6a63f819d3,2,1,1,Document,NULL,NULL,0,NULL,0
ba5d8ef032578486bc796b9ef4f74e6a63f819d3,1e6f46ab70bac1e179be74a95ca3f04d2f6b3da9,6,3,3,Document,NULL,NULL,0,NULL,0
c329df49cf01e7e39a0a0933a1762c41f93089de,1e6f46ab70bac1e179be74a95ca3f04d2f6b3da9,6,3,3,Document,NULL,NULL,0,NULL,0
1e6f46ab70bac1e179be74a95ca3f04d2f6b3da9,faef63be221dbdb26ec0b509af65bc111ba05720,2,1,1,Document,NULL,NULL,0,NULL,0
faef63be221dbdb26ec0b509af65bc111ba05720,1b66ab484bce9533dd6b0f61d70848e825da8741,470,235,235,Normal,NULL,NULL,0,NULL,0
1b66ab484bce9533dd6b0f61d70848e825da8741,04462429113c7d775ff7083bb7cf9a41b4ded1d1,2450,1191,1259,fix #,ISSUE,NULL,0,NULL,0
77400564f719edb082e26990018cefb5d8b8b169,04462429113c7d775ff7083bb7cf9a41b4ded1d1,2450,1191,1259,fix,NULL,NULL,0,NULL,0
04462429113c7d775ff7083bb7cf9a41b4ded1d1,4e8f427764fdb6843c096c448b6024bcaa4d6f94,14,7,7,#,NULL,NULL,0,NULL,0
176172101d0628ff19dbe9ef28538b3820aefd9f,4e8f427764fdb6843c096c448b6024bcaa4d6f94,14,7,7,Normal,NULL,NULL,0,NULL,0
4e8f427764fdb6843c096c448b6024bcaa4d6f94,09f6c35138b4fb23910767405ceba566f1565b79,373,368,5,Normal,NULL,NULL,0,NULL,0
138cd1054eb55d036af3bcae0a476d5f0815953a,34889ce7c88c4495f3fb33209986c9d647f6d9f9,2,2,0,Normal,NULL,NULL,0,NULL,0
34889ce7c88c4495f3fb33209986c9d647f6d9f9,e4e1284a15d4f34bb3b091058309cbf6cbc32f86,171,168,3,Normal,NULL,NULL,0,NULL,0
e4e1284a15d4f34bb3b091058309cbf6cbc32f86,b15edb75859ece2938550dd74b0a9a0d7aaadb10,245,123,122,Normal,NULL,NULL,0,NULL,0
b15edb75859ece2938550dd74b0a9a0d7aaadb10,d4450573c36707fceaea6cf59771173bfedaf6f8,45,7,38,Normal,NULL,NULL,0,NULL,0
d4450573c36707fceaea6cf59771173bfedaf6f8,09f6c35138b4fb23910767405ceba566f1565b79,236,231,5,Normal,NULL,NULL,0,NULL,0
09f6c35138b4fb23910767405ceba566f1565b79,ddbfd9d0171726fd9d49fce2c5984ce28dbf7e5b,3,3,0,Document,NULL,NULL,0,NULL,0
ee16639d973af82851b3bc945dcf6bae8f5d2191,6de3b168fb78fb9c00e96ab0d796a650dc34164c,3,3,0,Document,NULL,NULL,0,NULL,0
ddbfd9d0171726fd9d49fce2c5984ce28dbf7e5b,0717c67e293d05808327b39e2d66a5b50be0b8e9,1,1,0,Document,NULL,NULL,0,NULL,0
6de3b168fb78fb9c00e96ab0d796a650dc34164c,8bdf95f6a1c384d7a4e9f9a44647135515f0ce3d,1,1,0,Document,NULL,NULL,0,NULL,0
0717c67e293d05808327b39e2d66a5b50be0b8e9,cb8677dc54ffe367e9ed425bf7fa8c225087d48c,64,58,6,Document,NULL,NULL,0,NULL,0
8bdf95f6a1c384d7a4e9f9a44647135515f0ce3d,cb8677dc54ffe367e9ed425bf7fa8c225087d48c,64,58,6,Document,NULL,NULL,0,NULL,0
cb8677dc54ffe367e9ed425bf7fa8c225087d48c,5a5cdc23dd29b640dcf066ac96c8fbc4fafef6bf,3,1,2,Document,NULL,NULL,0,NULL,1
5a5cdc23dd29b640dcf066ac96c8fbc4fafef6bf,d7c151bc5c832dcf0f7cbaede74dba7472139b6f,451,451,0,Document,NULL,NULL,0,NULL,1
ea4588ad82fa1e99edb19d9ce3074cea98fb3724,f50d65d35e228feab89f84bcedc4a7d27a7faeb8,58,35,23,Document,NULL,NULL,0,NULL,0
d7c151bc5c832dcf0f7cbaede74dba7472139b6f,84a524f4f37f9d77b6695f4b316bcb59ff148862,74,37,37,Document,NULL,NULL,0,NULL,0
f50d65d35e228feab89f84bcedc4a7d27a7faeb8,84a524f4f37f9d77b6695f4b316bcb59ff148862,439,439,0,Document,NULL,NULL,0,NULL,1
84a524f4f37f9d77b6695f4b316bcb59ff148862,7f7a7e7bc5d6bae9ceb295a647f8faaaa465ab28,88,44,44,Document,NULL,NULL,0,NULL,0
7f7a7e7bc5d6bae9ceb295a647f8faaaa465ab28,bd71848b657aab45fe4bc7d533e67556627dace2,12,6,6,Document,NULL,NULL,0,NULL,0
bd71848b657aab45fe4bc7d533e67556627dace2,d56ab13783324e161331fe2ca49b4d3bb4546b79,79,44,35,#,NULL,NULL,0,NULL,0
3a5c12bd85b9eb219e0e52b36c5ea7f7d7e649d0,9eb19b66db7b92f2dc1ba1556149fe23b9f667cd,48,24,24,Normal,NULL,NULL,0,NULL,0
