updatetime,language,totalcommits,sloc,ageyear,contributor,hourabslog,sloclog,commitlog,durationlog,contrilog,category,dynamicstatic,strongweak
38.24888889,Obj-C,834,18030,3.744496914,43,1.582618824,4.255995727,2.921166051,0.573393477,1.633468456,static-weak,static,weak
38.44291667,Obj-C,859,6155,2.90874402,38,1.58481633,3.789228057,2.933993164,0.463705503,1.579783597,static-weak,static,weak
40.47777778,Obj-C,566,11017,6.036465567,18,1.607216662,4.042063349,2.752816431,0.780782728,1.255272505,static-weak,static,weak
50.30222222,Obj-C,1706,6288,4.268324203,100,1.701587171,3.798512533,3.231979027,0.630257399,2,static-weak,static,weak
81.97333333,Obj-C,641,1685,3.52118017,56,1.913672595,3.226599905,2.80685803,0.546688247,1.748188027,static-weak,static,weak
83.85666667,Obj-C,340,2771,2.814233893,23,1.923537595,3.442636526,2.531478917,0.449360189,1.361727836,static-weak,static,weak
88.03902778,Obj-C,761,1989,4.091126222,46,1.944675238,3.298634783,2.881384657,0.611842879,1.662757832,static-weak,static,weak
120.8680556,Obj-C,9952,17507,5.121282922,91,2.082311536,4.243211732,3.997910367,0.709378769,1.959041392,static-weak,static,weak
127.1788889,Obj-C,1204,3337,4.728424029,62,2.104415026,3.523356207,3.080626487,0.674716416,1.792391689,static-weak,static,weak
133.5702778,Obj-C,1163,5490,2.749216628,62,2.125709829,3.739572344,3.065579715,0.439208962,1.792391689,static-weak,static,weak
157.8938889,Obj-C,2731,7997,6.012791795,274,2.198365321,3.902927096,3.4363217,0.779076166,2.437750563,static-weak,static,weak
175.7916667,Obj-C,296,2923,4.049676537,24,2.244998284,3.465828815,2.471291711,0.607420336,1.380211242,static-weak,static,weak
189.14,Obj-C,3461,31247,7.33735706,163,2.276783385,4.494808327,3.539201599,0.865539654,2.212187604,static-weak,static,weak
217.6572222,Obj-C,5549,37671,6.462936021,75,2.337773082,4.576007149,3.744214725,0.810429857,1.875061263,static-weak,static,weak
320.0372222,Obj-C,1022,6170,6.868058835,80,2.505200492,3.790285164,3.009450896,0.836834007,1.903089987,static-weak,static,weak
323.2268056,Obj-C,725,3368,4.482717303,56,2.50950737,3.527372083,2.860338007,0.651541351,1.748188027,static-weak,static,weak
390.8476389,Obj-C,331,2022,3.855790831,33,2.592007493,3.305781151,2.519827994,0.586113466,1.51851394,static-weak,static,weak
429.5238889,Obj-C,498,11843,2.976276074,34,2.632987323,4.073461729,2.697229343,0.473673213,1.531478917,static-weak,static,weak
550.3263889,Obj-C,1152,26240,4.086885159,72,2.740620338,4.418963831,3.061452479,0.611392434,1.857332496,static-weak,static,weak
693.8863889,Obj-C,380,4424,3.840131559,43,2.841288369,3.645815118,2.579783597,0.584346103,1.633468456,static-weak,static,weak
769.5730556,Obj-C,1083,29752,5.296836355,127,2.886249854,4.473516165,3.034628457,0.724016556,2.103803721,static-weak,static,weak
809.6266667,Obj-C,384,1278,3.935690844,27,2.908284804,3.106530854,2.584331224,0.595020976,1.431363764,static-weak,static,weak
867.0916667,Obj-C,1312,16533,6.184416184,135,2.938065012,4.218351666,3.117933835,0.791298708,2.130333768,static-weak,static,weak
1003.960833,Obj-C,695,2545,6.081988426,92,3.00171677,3.405687787,2.841984805,0.784045589,1.963787827,static-weak,static,weak
1748.305,Obj-C,133,2269,3.754311568,24,3.2426172,3.355834496,2.123851641,0.574530312,1.380211242,static-weak,static,weak
2038.020278,Obj-C,1246,3630,7.727123232,204,3.309208501,3.559906625,3.095518042,0.888017838,2.309630167,static-weak,static,weak
2086.192917,Obj-C,619,35762,6.959932388,41,3.319354467,4.553421799,2.791690649,0.842605021,1.612783857,static-weak,static,weak
2163.935139,Obj-C,547,1767,8.040536876,66,3.335244239,3.24723655,2.737987326,0.905285048,1.819543936,static-weak,static,weak
2196.320139,Obj-C,1125,6560,6.052070602,55,3.341695644,3.816903839,3.051152522,0.781903986,1.740362689,static-weak,static,weak
3265.904167,Obj-C,670,1416,6.190811986,79,3.514003437,3.151063253,2.826074803,0.791747615,1.897627091,static-weak,static,weak
4453.306806,Obj-C,478,15786,5.527959298,38,3.648682616,4.198272098,2.679427897,0.742564837,1.579783597,static-weak,static,weak
12.42611111,PHP,3506,57154,2.793693737,95,1.094335233,4.75704663,3.544811912,0.446178794,1.977723605,dynamic-weak,dynamic,weak
15.01694444,PHP,9529,35419,5.79148534,395,1.176581574,4.549236295,3.979047327,0.762789961,2.596597096,dynamic-weak,dynamic,weak
17.94277778,PHP,1273,69553,4.946816262,62,1.253889678,4.842315867,3.104828404,0.69432578,1.792391689,dynamic-weak,dynamic,weak
18.28611111,PHP,16563,123601,5.296812114,423,1.262121354,5.092021984,4.219139002,0.724014568,2.626340367,dynamic-weak,dynamic,weak
18.66222222,PHP,1578,3568,4.652347737,27,1.270963356,3.552424846,3.198106999,0.667672168,1.431363764,dynamic-weak,dynamic,weak
19.01097222,PHP,551,11186,4.349642104,57,1.279004327,4.048674815,2.741151599,0.638453524,1.755874856,dynamic-weak,dynamic,weak
20.51222222,PHP,2991,9795,6.715129051,169,1.312012713,3.99100444,3.475816413,0.827054363,2.227886705,dynamic-weak,dynamic,weak
21.67986111,PHP,8573,107214,7.466519322,257,1.336056496,5.030251499,3.933132824,0.873118193,2.409933123,dynamic-weak,dynamic,weak
22.47625,PHP,17602,77960,4.37390535,429,1.351723854,4.89187183,4.245562017,0.640869381,2.632457292,dynamic-weak,dynamic,weak
24.25763889,PHP,672,8873,4.741785751,67,1.384848527,3.948070482,2.827369273,0.675941927,1.826074803,dynamic-weak,dynamic,weak
28.32375,PHP,1290,5580,3.869472158,109,1.452150752,3.746634199,3.11058971,0.587651726,2.037426498,dynamic-weak,dynamic,weak
35.13569444,PHP,3294,57564,5.039501575,151,1.545748542,4.760150965,3.517723595,0.702387585,2.178976947,dynamic-weak,dynamic,weak
47.53222222,PHP,30834,252672,7.435838445,421,1.676988119,5.402557118,4.489029868,0.871329945,2.624282096,dynamic-weak,dynamic,weak
52.34,PHP,24274,238200,6.185034176,172,1.718833718,5.376941757,4.385141348,0.791342104,2.235528447,dynamic-weak,dynamic,weak
53.18930556,PHP,4261,14340,3.980685346,99,1.72582432,4.156549151,3.629511534,0.59995785,1.995635195,dynamic-weak,dynamic,weak
66.03777778,PHP,573,11496,2.303760288,51,1.819792451,4.060546755,2.758154622,0.362437288,1.707570176,dynamic-weak,dynamic,weak
66.53083333,PHP,853,3783,3.45326106,25,1.823022963,3.577836341,2.930949031,0.538229411,1.397940009,dynamic-weak,dynamic,weak
68.02527778,PHP,3066,8234,6.270516815,263,1.832670324,3.915610863,3.486572151,0.797303337,2.419955748,dynamic-weak,dynamic,weak
119.8705556,PHP,34625,412796,4.758501543,388,2.078712518,5.61573548,4.539389782,0.677470214,2.588831726,dynamic-weak,dynamic,weak
129.1594444,PHP,9381,394334,5.517374936,194,2.111126168,5.595864224,3.972249136,0.741732498,2.28780173,dynamic-weak,dynamic,weak
165.9711111,PHP,1447,28423,6.710632555,102,2.220032501,4.453669915,3.160468531,0.826763459,2.008600172,dynamic-weak,dynamic,weak
181.1111111,PHP,1599,6404,3.768540413,84,2.257945095,3.806451323,3.203848464,0.576173177,1.924279286,dynamic-weak,dynamic,weak
182.3468056,PHP,7364,47823,5.992027392,432,2.26089816,4.679636817,3.86711378,0.77757379,2.635483747,dynamic-weak,dynamic,weak
189.8473611,PHP,6541,742721,5.291152842,259,2.278404565,5.870825704,3.815644149,0.723550307,2.413299764,dynamic-weak,dynamic,weak
200.0697222,PHP,1997,645,6.353796007,170,2.301181369,2.809559715,3.300378065,0.803033267,2.230448921,dynamic-weak,dynamic,weak
200.8015278,PHP,3586,182345,3.275750289,82,2.302767013,5.260893859,3.554610285,0.515310788,1.913813852,dynamic-weak,dynamic,weak
252.52875,PHP,1173,18552,2.877580376,41,2.402310829,4.268390736,3.069298012,0.459027463,1.612783857,dynamic-weak,dynamic,weak
324.5851389,PHP,3849,167352,3.48477871,200,2.511328632,5.223630907,3.585347911,0.542175205,2.301029996,dynamic-weak,dynamic,weak
334.8502778,PHP,5345,916,5.992696502,403,2.524850664,2.961895474,3.72794771,0.777622284,2.605305046,dynamic-weak,dynamic,weak
407.3394444,PHP,869,307,5.054861111,29,2.609956467,2.487138375,2.939019776,0.703709227,1.462397998,dynamic-weak,dynamic,weak
453.55,PHP,52493,1314420,5.505150045,309,2.656625171,6.118734159,4.720101394,0.74076916,2.489958479,dynamic-weak,dynamic,weak
474.6505556,PHP,1145,6561,3.108272955,62,2.676373994,3.816970038,3.058805487,0.49251915,1.792391689,dynamic-weak,dynamic,weak
580.3061111,PHP,1791,12961,6.301143422,279,2.763657144,4.112638511,3.253095586,0.799419365,2.445604203,dynamic-weak,dynamic,weak
617.4204167,PHP,606,4617,3.974918403,54,2.790580987,3.664359875,2.782472624,0.599328218,1.73239376,dynamic-weak,dynamic,weak
29696.56653,PHP,10552,90535,7.179430974,351,4.47270624,4.956816506,4.023334783,0.856090024,2.545307116,dynamic-weak,dynamic,weak
7.160138889,Python,2611,21943,4.96379501,92,0.854921447,4.341296003,3.416806872,0.695813838,1.963787827,dynamic-strong,dynamic,strong
14.80305556,Python,103,369,0.597102945,10,1.170351369,2.567026366,2.012837225,-0.223950787,1,dynamic-strong,dynamic,strong
21.16472222,Python,7206,20354,6.263283308,417,1.325612573,4.30864977,3.857694258,0.796802057,2.620136055,dynamic-strong,dynamic,strong
24.08555556,Python,14683,102102,6.602478556,422,1.381756668,5.009034249,4.166814799,0.819706999,2.625312451,dynamic-strong,dynamic,strong
25.14611111,Python,18207,213634,6.7738297,305,1.40047083,5.329670372,4.260238392,0.830834274,2.484299839,dynamic-strong,dynamic,strong
25.22333333,Python,415,2642,1.273533018,15,1.401802479,3.421932813,2.618048097,0.105010209,1.176091259,dynamic-strong,dynamic,strong
25.55208333,Python,2827,22047,5.494812404,68,1.407426315,4.343349502,3.451325808,0.73995287,1.832508913,dynamic-strong,dynamic,strong
27.54694444,Python,14998,201603,6.79286738,405,1.440073433,5.30449699,4.176033349,0.832053136,2.607455023,dynamic-strong,dynamic,strong
29.35388889,Python,910,12784,3.243598026,38,1.467665646,4.106666762,2.959041392,0.511027027,1.579783597,dynamic-strong,dynamic,strong
29.75125,Python,9126,121265,3.681076775,430,1.473505217,5.083735471,3.960280464,0.565974875,2.633468456,dynamic-strong,dynamic,strong
33.42388889,Python,1297,29183,2.342975244,60,1.524056979,4.465129935,3.112939976,0.3697677,1.77815125,dynamic-strong,dynamic,strong
38.56583333,Python,122,3485,0.529189718,14,1.58620272,3.542202782,2.086359831,-0.276388603,1.146128036,dynamic-strong,dynamic,strong
39.35527778,Python,29763,335327,5.235767683,399,1.595002982,5.525468524,4.473676704,0.718980368,2.600972896,dynamic-strong,dynamic,strong
40.79736111,Python,6466,38759,7.317572885,183,1.610632073,4.588372564,3.8106357,0.864367057,2.26245109,dynamic-strong,dynamic,strong
58.68583333,Python,3478,26654,2.134653356,431,1.768533276,4.425762393,3.541329578,0.32932736,2.63447727,dynamic-strong,dynamic,strong
64.03916667,Python,80862,606743,6.290708076,372,1.806445672,5.783004775,4.907744479,0.798699532,2.57054294,dynamic-strong,dynamic,strong
68.61027778,Python,3406,17240,3.450036716,233,1.836389178,4.236537261,3.532244644,0.537823717,2.367355921,dynamic-strong,dynamic,strong
73.53152778,Python,7590,26098,2.512167567,255,1.866473589,4.416607227,3.880241776,0.400048604,2.40654018,dynamic-strong,dynamic,strong
73.90777778,Python,929,4201,5.263813239,62,1.868690144,3.623352682,2.968015714,0.721300472,1.792391689,dynamic-strong,dynamic,strong
74.0675,Python,22551,33481,7.08694811,447,1.869627686,4.524798421,4.353165805,0.850459253,2.650307523,dynamic-strong,dynamic,strong
84.94444444,Python,1958,16520,1.813087256,129,1.92913498,4.218010043,3.291812687,0.258418705,2.11058971,dynamic-strong,dynamic,strong
91.56388889,Python,2067,8090,5.123240291,122,1.96172423,3.907948522,3.315340477,0.709544726,2.086359831,dynamic-strong,dynamic,strong
96.93097222,Python,489,723708,4.661589474,32,1.986462569,5.859563373,2.689308859,0.668534024,1.505149978,dynamic-strong,dynamic,strong
123.3933333,Python,4841,25124,6.310342818,429,2.091291696,4.400088785,3.684935083,0.800052954,2.632457292,dynamic-strong,dynamic,strong
129.5752778,Python,697,38909,1.262354681,169,2.112522149,4.590050069,2.843232778,0.101181395,2.227886705,dynamic-strong,dynamic,strong
139.9058333,Python,1320,292218,2.3336114,43,2.145835823,5.465706964,3.120573931,0.368028538,1.633468456,dynamic-strong,dynamic,strong
176.9841667,Python,6306,24493,7.301155028,243,2.247934415,4.389041982,3.799753966,0.86339157,2.385606274,dynamic-strong,dynamic,strong
191.9622222,Python,21778,103620,6.811374164,420,2.283215769,5.015443588,4.338017993,0.833234738,2.62324929,dynamic-strong,dynamic,strong
334.8133333,Python,5336,35077,5.590306006,123,2.524802745,4.545022443,3.727215821,0.747435581,2.089905111,dynamic-strong,dynamic,strong
451.8605556,Python,2711,8580,7.18064818,396,2.655004432,3.933487288,3.433129518,0.856163649,2.597695186,dynamic-strong,dynamic,strong
494.5713889,Python,123,410,1.179214313,3,2.694228989,2.612783857,2.089905111,0.071592742,0.477121255,dynamic-strong,dynamic,strong
1019.152917,Python,10319,45641,8.144499614,417,3.008239352,4.659355151,4.013637612,0.910864407,2.620136055,dynamic-strong,dynamic,strong
1061.6725,Python,2790,9582,6.64363876,300,3.025990568,3.981456167,3.445604203,0.82240601,2.477121255,dynamic-strong,dynamic,strong
1091.251111,Python,7944,70906,9.004222833,186,3.037924699,4.850682986,3.900039235,0.954446234,2.269512944,dynamic-strong,dynamic,strong
3438.639444,Python,1290,8583,2.102414995,92,3.536386641,3.933639113,3.11058971,0.322718445,1.963787827,dynamic-strong,dynamic,strong
56.95583333,Ruby,1006,5594,5.740858764,95,1.75553821,3.747722462,3.002597981,0.758976863,1.977723605,dynamic-strong,dynamic,strong
59.95027778,Ruby,2747,33464,4.211804559,144,1.7777912,4.524577852,3.438858659,0.62446821,2.158362492,dynamic-strong,dynamic,strong
75.45513889,Ruby,7802,34404,6.553989519,373,1.877688823,4.536608939,3.892205946,0.816505743,2.571708832,dynamic-strong,dynamic,strong
101.9309722,Ruby,1996,20062,3.577052244,53,2.008306166,4.302374226,3.300160537,0.553525283,1.72427587,dynamic-strong,dynamic,strong
104.5344444,Ruby,6242,32435,6.711772923,180,2.019259415,4.511013902,3.795323764,0.826837255,2.255272505,dynamic-strong,dynamic,strong
107.3327778,Ruby,858,1245,7.651655993,115,2.030732369,3.095169351,2.933487288,0.883755437,2.06069784,dynamic-strong,dynamic,strong
114.8455556,Ruby,473,2725,8.331559028,76,2.060114193,3.435366507,2.674861141,0.920726276,1.880813592,dynamic-strong,dynamic,strong
128.19875,Ruby,17260,57712,9.283013921,378,2.107883791,4.761266125,4.237040791,0.967689002,2.5774918,dynamic-strong,dynamic,strong
142.83,Ruby,3762,22330,8.423442323,343,2.154819436,4.348888723,3.575418791,0.925489607,2.53529412,dynamic-strong,dynamic,strong
149.6193056,Ruby,8962,13329,8.661749518,435,2.174987635,4.124797568,3.95240494,0.937605621,2.638489257,dynamic-strong,dynamic,strong
151.5497222,Ruby,3389,11178,7.741637346,426,2.180555145,4.048364105,3.530071569,0.888832823,2.629409599,dynamic-strong,dynamic,strong
159.3216667,Ruby,3186,13069,7.882212224,163,2.202274841,4.116242358,3.503245771,0.896648124,2.212187604,dynamic-strong,dynamic,strong
166.1025,Ruby,1521,5708,8.30228768,212,2.220376169,3.756483964,3.182129214,0.919197778,2.326335861,dynamic-strong,dynamic,strong
169.4038889,Ruby,1144,3256,5.540506719,87,2.228923376,3.512684396,3.058426024,0.743549486,1.939519253,dynamic-strong,dynamic,strong
178.965,Ruby,1921,19921,6.852497814,287,2.252768105,4.299311135,3.283527365,0.835848906,2.457881897,dynamic-strong,dynamic,strong
185.1588889,Ruby,4288,15662,6.854974923,344,2.267544566,4.19484722,3.632254777,0.83600587,2.536558443,dynamic-strong,dynamic,strong
249.5338889,Ruby,1118,1330,6.11901749,103,2.397129535,3.123851641,3.048441804,0.786681695,2.012837225,dynamic-strong,dynamic,strong
334.3297222,Ruby,1279,2041,7.199007459,149,2.524174987,3.309843005,3.106870544,0.857272624,2.173186268,dynamic-strong,dynamic,strong
387.8638889,Ruby,1749,7528,7.455278164,192,2.588679348,3.87667961,3.242789809,0.872463852,2.283301229,dynamic-strong,dynamic,strong
416.0901389,Ruby,1993,7040,6.424058674,200,2.619187423,3.847572659,3.299507299,0.807809499,2.301029996,dynamic-strong,dynamic,strong
432.9268056,Ruby,1321,2423,6.331004372,119,2.636414477,3.384353414,3.120902818,0.801472613,2.075546961,dynamic-strong,dynamic,strong
482.2995833,Ruby,9812,60374,7.389285397,406,2.683316887,4.78084995,3.99175754,0.868602441,2.608526034,dynamic-strong,dynamic,strong
509.5179167,Ruby,1096,7932,9.119044303,105,2.70715946,3.899382706,3.039810554,0.959949326,2.021189299,dynamic-strong,dynamic,strong
550.4136111,Ruby,2625,14379,7.60436095,218,2.740689165,4.157728684,3.419129308,0.881062723,2.338456494,dynamic-strong,dynamic,strong
595.3455556,Ruby,13131,68673,2.45497563,415,2.774769116,4.83678602,4.118297801,0.390047185,2.618048097,dynamic-strong,dynamic,strong
818.0233333,Ruby,6796,17288,9.177046264,295,2.912765692,4.237744754,3.83225337,0.962702921,2.469822016,dynamic-strong,dynamic,strong
1104.78,Ruby,420,2639,7.57070843,58,3.043275804,3.42143939,2.62324929,0.879136521,1.763427994,dynamic-strong,dynamic,strong
1130.951944,Ruby,876,6359,9.046999196,155,3.053444151,3.803388825,2.942504106,0.956504552,2.190331698,dynamic-strong,dynamic,strong
1617.226944,Ruby,4774,16470,7.155273823,416,3.208770968,4.216693599,3.678882415,0.854626258,2.619093331,dynamic-strong,dynamic,strong
1684.079306,Ruby,638,2497,6.490528871,101,3.226362539,3.397418542,2.804820679,0.812280086,2.004321374,dynamic-strong,dynamic,strong
1749.427778,Ruby,1579,5369,7.840224569,184,3.242896018,3.729893404,3.19838213,0.894328502,2.264817823,dynamic-strong,dynamic,strong
2044.935278,Ruby,2115,9468,8.807562082,294,3.310679567,3.976258249,3.325310372,0.944855713,2.46834733,dynamic-strong,dynamic,strong
2143.921944,Ruby,649,2889,9.321254501,48,3.331208969,3.460747542,2.812244697,0.969474366,1.681241237,dynamic-strong,dynamic,strong
3258.078333,Ruby,212,688,3.057352141,17,3.512961522,2.837588438,2.326335861,0.485345463,1.230448921,dynamic-strong,dynamic,strong
6245.584444,Ruby,1882,12717,9.196299511,348,3.795573085,4.104384671,3.274619619,0.963613107,2.541579244,dynamic-strong,dynamic,strong
